dataset,split,bucket_feature,bucket,method,n_queries,recall_at_5,mrr,ndcg_at_5,reward,reward_delta_vs_train_best,reward_delta_vs_heuristic,rewrite_cost,retrieval_calls,oracle_margin,oracle_tie_count
scifact,test,dense_new_doc_rate,low,Train-best retrieval action,171,0.841130604288499,0.7188109161793371,0.7474873979818335,1.1705360623781678,0.0,-0.03076998050682267,0.030000000000000006,2.0,0.02953216374269006,5.742690058479532
scifact,test,dense_new_doc_rate,low,Heuristic retrieval router,171,0.8425925925925924,0.7198830409356725,0.743024552124608,1.2013060428849904,0.03076998050682267,0.0,0.0012280701754385965,1.04093567251462,0.02953216374269006,5.742690058479532
scifact,test,dense_new_doc_rate,low,Selective retrieval policy,171,0.847953216374269,0.7331384015594542,0.7545392449131154,1.2025925925925924,0.03205653021442467,0.0012865497076020027,0.011929824561403509,1.3976608187134503,0.02953216374269006,5.742690058479532
scifact,test,dense_new_doc_rate,low,Confidence-gated retrieval policy,171,0.847953216374269,0.7331384015594542,0.7545392449131154,1.2025925925925924,0.03205653021442467,0.0012865497076020027,0.011929824561403509,1.3976608187134503,0.02953216374269006,5.742690058479532
scifact,test,dense_new_doc_rate,low,Oracle retrieval action,171,0.9137426900584795,0.8131578947368422,0.834829582613669,1.319970760233918,0.14943469785575014,0.11866471734892747,0.0003508771929824561,1.0116959064327486,0.02953216374269006,5.742690058479532
scifact,test,dense_new_doc_rate,mid,Train-best retrieval action,93,0.7413978494623656,0.6435483870967741,0.6614308231311997,1.0331720430107527,0.0,0.04335125448028687,0.029999999999999995,2.0,0.04627240143369176,5.870967741935484
scifact,test,dense_new_doc_rate,mid,Heuristic retrieval router,93,0.682258064516129,0.6189964157706093,0.6281177670737305,0.9898207885304658,-0.04335125448028687,0.0,0.001935483870967742,1.064516129032258,0.04627240143369176,5.870967741935484
scifact,test,dense_new_doc_rate,mid,Selective retrieval policy,93,0.7623655913978495,0.6534050179211469,0.6756792711579869,1.07584229390681,0.04267025089605725,0.08602150537634412,0.013225806451612905,1.4408602150537635,0.04627240143369176,5.870967741935484
scifact,test,dense_new_doc_rate,mid,Confidence-gated retrieval policy,93,0.7623655913978495,0.6534050179211469,0.6756792711579869,1.07584229390681,0.04267025089605725,0.08602150537634412,0.013225806451612905,1.4408602150537635,0.04627240143369176,5.870967741935484
scifact,test,dense_new_doc_rate,mid,Oracle retrieval action,93,0.8182795698924731,0.7094982078853047,0.7332282038174371,1.1730286738351254,0.13985663082437272,0.1832078853046596,0.0,1.0,0.04627240143369176,5.870967741935484
scifact,test,dense_new_doc_rate,high,Train-best retrieval action,36,0.4444444444444444,0.3259259259259259,0.3520733317803601,0.5774074074074074,0.0,0.10675925925925916,0.030000000000000002,2.0,0.04416666666666667,5.25
scifact,test,dense_new_doc_rate,high,Heuristic retrieval router,36,0.3472222222222222,0.2518518518518519,0.2746086118651876,0.4706481481481482,-0.10675925925925916,0.0,0.0025,1.0833333333333333,0.04416666666666667,5.25
scifact,test,dense_new_doc_rate,high,Selective retrieval policy,36,0.44999999999999996,0.31666666666666665,0.34289500129804923,0.5958333333333333,0.018425925925925957,0.12518518518518512,0.012500000000000002,1.4166666666666667,0.04416666666666667,5.25
scifact,test,dense_new_doc_rate,high,Confidence-gated retrieval policy,36,0.44999999999999996,0.31666666666666665,0.34289500129804923,0.5958333333333333,0.018425925925925957,0.12518518518518512,0.012500000000000002,1.4166666666666667,0.04416666666666667,5.25
scifact,test,dense_new_doc_rate,high,Oracle retrieval action,36,0.5333333333333333,0.437037037037037,0.45450177017128585,0.7518518518518519,0.1744444444444445,0.2812037037037037,0.0,1.0,0.04416666666666667,5.25
scifact,test,hybrid_new_doc_rate,low,Train-best retrieval action,118,0.8658192090395479,0.7471751412429379,0.7773354419121806,1.209406779661017,0.0,0.0011440677966101376,0.03,2.0,0.028728813559322032,5.796610169491525
scifact,test,hybrid_new_doc_rate,low,Heuristic retrieval router,118,0.8467514124293785,0.7255649717514123,0.7492188303923039,1.208262711864407,-0.0011440677966101376,0.0,0.001271186440677966,1.0423728813559323,0.028728813559322032,5.796610169491525
scifact,test,hybrid_new_doc_rate,low,Selective retrieval policy,118,0.8672316384180792,0.7620056497175142,0.7845003189392161,1.2357768361581922,0.026370056497175165,0.027514124293785303,0.012457627118644067,1.4152542372881356,0.028728813559322032,5.796610169491525
scifact,test,hybrid_new_doc_rate,low,Confidence-gated retrieval policy,118,0.8672316384180792,0.7620056497175142,0.7845003189392161,1.2357768361581922,0.026370056497175165,0.027514124293785303,0.012457627118644067,1.4152542372881356,0.028728813559322032,5.796610169491525
scifact,test,hybrid_new_doc_rate,low,Oracle retrieval action,118,0.9258474576271186,0.8367231638418079,0.8568770498351911,1.3437005649717513,0.13429378531073421,0.13543785310734435,0.0005084745762711864,1.0169491525423728,0.028728813559322032,5.796610169491525
scifact,test,hybrid_new_doc_rate,mid,Train-best retrieval action,160,0.7288541666666667,0.6245833333333334,0.6444239341278613,1.0111458333333334,0.0,0.00290625000000011,0.030000000000000006,2.0,0.03754166666666666,5.7
